title,genre,director,country,year,wiki_url
Бульдозер-убийца,Фантастика,Джерри Лондон,США,1974,https://ru.wikipedia.org/wiki/%D0%91%D1%83%D0%BB%D1%8C%D0%B4%D0%BE%D0%B7%D0%B5%D1%80-%D1%83%D0%B1%D0%B8%D0%B9%D1%86%D0%B0
В поисках гигантских обезьян,научно-популярный фильм,Роберт Янг; [англ.]; Роберт Кэмпбелл; Кристин Уайзер; [вд],США,1976,https://ru.wikipedia.org/wiki/%D0%92_%D0%BF%D0%BE%D0%B8%D1%81%D0%BA%D0%B0%D1%85_%D0%B3%D0%B8%D0%B3%D0%B0%D0%BD%D1%82%D1%81%D0%BA%D0%B8%D1%85_%D0%BE%D0%B1%D0%B5%D0%B7%D1%8C%D1%8F%D0%BD
В полночный час,мелодрама; детектив; триллер,Чарльз Джэрротт,США; Канада; Германия,1995,https://ru.wikipedia.org/wiki/%D0%92_%D0%BF%D0%BE%D0%BB%D0%BD%D0%BE%D1%87%D0%BD%D1%8B%D0%B9_%D1%87%D0%B0%D1%81
В сумерках,ЛГБТ-фильм; [вд]; драма,Кристофер Рив,США,1997,https://ru.wikipedia.org/wiki/%D0%92_%D1%81%D1%83%D0%BC%D0%B5%D1%80%D0%BA%D0%B0%D1%85
"В пути (фильм, 1961)",драма,Мери Анджапаридзе,СССР,1961,"https://ru.wikipedia.org/wiki/%D0%92_%D0%BF%D1%83%D1%82%D0%B8_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1961)"
В тринадцатом часу ночи,сказка; музыкальный фильм,Лариса Шепитько,СССР,1968,https://ru.wikipedia.org/wiki/%D0%92_%D1%82%D1%80%D0%B8%D0%BD%D0%B0%D0%B4%D1%86%D0%B0%D1%82%D0%BE%D0%BC_%D1%87%D0%B0%D1%81%D1%83_%D0%BD%D0%BE%D1%87%D0%B8
Бросив смертельный взгляд,фильм ужасов; чёрная комедия,Мартин Кэмпбелл,США,1991,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D0%BE%D1%81%D0%B8%D0%B2_%D1%81%D0%BC%D0%B5%D1%80%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9_%D0%B2%D0%B7%D0%B3%D0%BB%D1%8F%D0%B4
"Валерка, Рэмка +…",детский фильм,Валентин Козачков,СССР,1970,"https://ru.wikipedia.org/wiki/%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D0%BA%D0%B0,_%D0%A0%D1%8D%D0%BC%D0%BA%D0%B0_%2B%E2%80%A6"
Вариант «Омега»,военный фильм; шпионский фильм,Антонис-Янис Воязос,СССР,1975,https://ru.wikipedia.org/wiki/%D0%92%D0%B0%D1%80%D0%B8%D0%B0%D0%BD%D1%82_%C2%AB%D0%9E%D0%BC%D0%B5%D0%B3%D0%B0%C2%BB
"Ванзейская конференция (фильм, 2022)",историческая драма; 1,Матти Гешоннек; [вд]; 1,Германия; 3; 1,2022,"https://ru.wikipedia.org/wiki/%D0%92%D0%B0%D0%BD%D0%B7%D0%B5%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%BA%D0%BE%D0%BD%D1%84%D0%B5%D1%80%D0%B5%D0%BD%D1%86%D0%B8%D1%8F_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2022)"
Варвары у ворот (фильм),комедия,Гленн Джордан,США,1993,https://ru.wikipedia.org/wiki/%D0%92%D0%B0%D1%80%D0%B2%D0%B0%D1%80%D1%8B_%D1%83_%D0%B2%D0%BE%D1%80%D0%BE%D1%82_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Брексит (фильм),драма; [вд],Тоби Хайнс; [вд],Великобритания,2019,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D0%B5%D0%BA%D1%81%D0%B8%D1%82_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Бременская свобода,драма,Райнер Вернер Фасбиндер,ФРГ,1972,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D0%B5%D0%BC%D0%B5%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D1%81%D0%B2%D0%BE%D0%B1%D0%BE%D0%B4%D0%B0
Братство розы,детектив,Марвин Дж. Чомски,США; Новая Зеландия,1989,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D0%B0%D1%82%D1%81%D1%82%D0%B2%D0%BE_%D1%80%D0%BE%D0%B7%D1%8B
Братан (фильм),приключение,Бахтиёр Худойназаров,СССР,1991,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D0%B0%D1%82%D0%B0%D0%BD_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Брак короля Густава III,,Маркус Олссон; [вд]; 1,Швеция,2001,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D0%B0%D0%BA_%D0%BA%D0%BE%D1%80%D0%BE%D0%BB%D1%8F_%D0%93%D1%83%D1%81%D1%82%D0%B0%D0%B2%D0%B0_III
Барашек Шон (мультфильм),приключения; комедия; семейный,Марк Бёртон,Великобритания; 1; Франция,2015,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%80%D0%B0%D1%88%D0%B5%D0%BA_%D0%A8%D0%BE%D0%BD_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
"Барашек (мультфильм, США)",комедия,Бад Лаки; Роджер Гулд,США,2003,"https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%80%D0%B0%D1%88%D0%B5%D0%BA_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_%D0%A1%D0%A8%D0%90)"
"Барашек (мультфильм, СССР)",,Наталия Голованова,СССР,1990,"https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%80%D0%B0%D1%88%D0%B5%D0%BA_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_%D0%A1%D0%A1%D0%A1%D0%A0)"
"Баранкин, будь человеком! (мультфильм)",сказка,Александра Снежко-Блоцкая,СССР,1963,"https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%80%D0%B0%D0%BD%D0%BA%D0%B8%D0%BD,_%D0%B1%D1%83%D0%B4%D1%8C_%D1%87%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D0%BA%D0%BE%D0%BC!_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)"
Бао (мультфильм),короткометражный мультфильм,Доми Ши,США,,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BE_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Баня (мультфильм),комедия,Сергей Юткевич; Анатолий Каранович,СССР,1962,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BD%D1%8F_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Браво-два-ноль (фильм),военный фильм; приключенческий фильм; триллер,Том Клегг,ЮАР; Великобритания,1999,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D0%B0%D0%B2%D0%BE-%D0%B4%D0%B2%D0%B0-%D0%BD%D0%BE%D0%BB%D1%8C_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Банни (мультфильм),комедия,Крис Уэдж,США,1998,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BD%D0%BD%D0%B8_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Боязнь высоты (фильм),психологический триллер,Ларри Шоу,США,1998,https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D1%8F%D0%B7%D0%BD%D1%8C_%D0%B2%D1%8B%D1%81%D0%BE%D1%82%D1%8B_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Борьба за справедливость,драма,Джеймс Кич,США,,https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D1%80%D1%8C%D0%B1%D0%B0_%D0%B7%D0%B0_%D1%81%D0%BF%D1%80%D0%B0%D0%B2%D0%B5%D0%B4%D0%BB%D0%B8%D0%B2%D0%BE%D1%81%D1%82%D1%8C
Борзые (фильм),криминальный фильм; комедия,Ким Мэннерс,США,1994,https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D1%80%D0%B7%D1%8B%D0%B5_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Большая перемена,комедия; мелодрама,Алексей Коренев,СССР,1973,https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%BB%D1%8C%D1%88%D0%B0%D1%8F_%D0%BF%D0%B5%D1%80%D0%B5%D0%BC%D0%B5%D0%BD%D0%B0
Бой на перекрёстке,историко-революционный фильм,Анатолий Тютюнник,СССР,1982,https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%B9_%D0%BD%D0%B0_%D0%BF%D0%B5%D1%80%D0%B5%D0%BA%D1%80%D1%91%D1%81%D1%82%D0%BA%D0%B5
"Боги речного мира (фильм, 2010)",Научная фантастика; Приключения,Стюарт Гиллард,США; Канада,2010,"https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%B3%D0%B8_%D1%80%D0%B5%D1%87%D0%BD%D0%BE%D0%B3%D0%BE_%D0%BC%D0%B8%D1%80%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2010)"
"Боги речного мира (фильм, 2003)",Научная фантастика; Драма; Приключения,Кари Скогланд,Канада,2003,"https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%B3%D0%B8_%D1%80%D0%B5%D1%87%D0%BD%D0%BE%D0%B3%D0%BE_%D0%BC%D0%B8%D1%80%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2003)"
"Богач, бедняк… (фильм, 1982)",драма,Арунас Жебрюнас,СССР,1984,"https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%B3%D0%B0%D1%87,_%D0%B1%D0%B5%D0%B4%D0%BD%D1%8F%D0%BA%E2%80%A6_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1982)"
Близко к Лео,драма,Кристоф Оноре,Франция,2002,https://ru.wikipedia.org/wiki/%D0%91%D0%BB%D0%B8%D0%B7%D0%BA%D0%BE_%D0%BA_%D0%9B%D0%B5%D0%BE
Блеск и нищета куртизанок (мини-сериал),исторический фильм; драма; мелодрама,Морис Казнёв; [фр.],Франция; 1; Бельгия; Швейцария; ФРГ,1975,https://ru.wikipedia.org/wiki/%D0%91%D0%BB%D0%B5%D1%81%D0%BA_%D0%B8_%D0%BD%D0%B8%D1%89%D0%B5%D1%82%D0%B0_%D0%BA%D1%83%D1%80%D1%82%D0%B8%D0%B7%D0%B0%D0%BD%D0%BE%D0%BA_(%D0%BC%D0%B8%D0%BD%D0%B8-%D1%81%D0%B5%D1%80%D0%B8%D0%B0%D0%BB)
Благословенные,драма,Ингмар Бергман,Швеция,1986,https://ru.wikipedia.org/wiki/%D0%91%D0%BB%D0%B0%D0%B3%D0%BE%D1%81%D0%BB%D0%BE%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B5
Битва Шарпа,боевик; приключенческий фильм; исторический фильм; военный фильм,Том Клегг,Великобритания,1995,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D1%82%D0%B2%D0%B0_%D0%A8%D0%B0%D1%80%D0%BF%D0%B0
"Бигфут (фильм, 2012)",ужасы; научная фантастика; приключенческий боевик; комедия,Брюс Дэвисон,США,2012,"https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%B3%D1%84%D1%83%D1%82_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2012)"
Битва Мэри Кэй,комедия,Эд Жернон,США,2002,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D1%82%D0%B2%D0%B0_%D0%9C%D1%8D%D1%80%D0%B8_%D0%9A%D1%8D%D0%B9
Банкет (мультфильм),сатира,Гарри Бардин,СССР,1986,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BD%D0%BA%D0%B5%D1%82_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Банальная история (мультфильм),"мультфильм для взрослых, мелодрама",Иосиф Боярский,СССР,1962,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F_%D0%B8%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Балто (мультфильм),семейный; приключения,Саймон Уэллс,США,1995,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BB%D1%82%D0%BE_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Балерина на корабле,музыкальная фантазия,Лев Атаманов,СССР,1969,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BB%D0%B5%D1%80%D0%B8%D0%BD%D0%B0_%D0%BD%D0%B0_%D0%BA%D0%BE%D1%80%D0%B0%D0%B1%D0%BB%D0%B5
Баллада о столе,сатира,Михаил Калинин; Роман Давыдов,СССР,1955,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BB%D0%BB%D0%B0%D0%B4%D0%B0_%D0%BE_%D1%81%D1%82%D0%BE%D0%BB%D0%B5
Балерина (мультфильм),приключения; мюзикл; семейный фильм,Эрик Саммер; Эрик Уорин,Канада; Франция,2016,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BB%D0%B5%D1%80%D0%B8%D0%BD%D0%B0_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Балбесы 3D,мультфильм; комедия; криминал,Йорген Лендарм,Дания,2010,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BB%D0%B1%D0%B5%D1%81%D1%8B_3D
Баланс (мультфильм),немое кино; драма,Кристоф; Вольфганг Лауэнштайны,ФРГ,1989,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BB%D0%B0%D0%BD%D1%81_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Балаблок,мультфильм; 1,Бржетислав Пояр; 2,Канада; 2,1972,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BB%D0%B0%D0%B1%D0%BB%D0%BE%D0%BA
Бабья работа,,Анатолий Солин,Россия,1992,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%B1%D1%8C%D1%8F_%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%B0
Базз Лайтер (мультфильм),супергеройская фантастика; 1; 2; приключения; 3; 4; научная фантастика; 5; 6,Энгус Маклейн,США,2022,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%B7%D0%B7_%D0%9B%D0%B0%D0%B9%D1%82%D0%B5%D1%80_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Бабушкин козлик,сатирическая сказка для взрослых,Леонид Амальрик,СССР,1963,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%B1%D1%83%D1%88%D0%BA%D0%B8%D0%BD_%D0%BA%D0%BE%D0%B7%D0%BB%D0%B8%D0%BA
Бабушкин зонтик,,Лев Мильчин,СССР,1969,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%B1%D1%83%D1%88%D0%BA%D0%B8%D0%BD_%D0%B7%D0%BE%D0%BD%D1%82%D0%B8%D0%BA
Бабушка (мультфильм),драма,Андрей Золотухин,Россия,1996,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%B1%D1%83%D1%88%D0%BA%D0%B0_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Бабочка и тигр,юмор,Валерий Угаров,СССР,1978,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%B1%D0%BE%D1%87%D0%BA%D0%B0_%D0%B8_%D1%82%D0%B8%D0%B3%D1%80
Бабочка (мультфильм),,Андрей Хржановский,СССР,1972,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%B1%D0%BE%D1%87%D0%BA%D0%B0_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Бабка Ёжка и другие,сказка,Валерий Угаров,Россия,2006,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%B1%D0%BA%D0%B0_%D0%81%D0%B6%D0%BA%D0%B0_%D0%B8_%D0%B4%D1%80%D1%83%D0%B3%D0%B8%D0%B5
Бабай (мультфильм),комедия; приключенческий фильм; семейный фильм; фэнтези; 1,Марина Медвидь,Украина,,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%B1%D0%B0%D0%B9_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Баба-яга против!,сказка; комедия,Владимир Пекарь,СССР,1979,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%B1%D0%B0-%D1%8F%D0%B3%D0%B0_%D0%BF%D1%80%D0%BE%D1%82%D0%B8%D0%B2!
Ая и ведьма,фэнтези; приключения,Горо Миядзаки,,2020,https://ru.wikipedia.org/wiki/%D0%90%D1%8F_%D0%B8_%D0%B2%D0%B5%D0%B4%D1%8C%D0%BC%D0%B0
Аэротачки,приключения,Тони Тэнг,США,2012,https://ru.wikipedia.org/wiki/%D0%90%D1%8D%D1%80%D0%BE%D1%82%D0%B0%D1%87%D0%BA%D0%B8
Ахмед и Салим,Ситком,,Израиль,,https://ru.wikipedia.org/wiki/%D0%90%D1%85%D0%BC%D0%B5%D0%B4_%D0%B8_%D0%A1%D0%B0%D0%BB%D0%B8%D0%BC
"Ах, эти жмурки!",,Иван Уфимцев,Россия,1994,"https://ru.wikipedia.org/wiki/%D0%90%D1%85,_%D1%8D%D1%82%D0%B8_%D0%B6%D0%BC%D1%83%D1%80%D0%BA%D0%B8!"
"Ах, принцесса!",сказка,Юлиан Калишер,СССР,1987,"https://ru.wikipedia.org/wiki/%D0%90%D1%85,_%D0%BF%D1%80%D0%B8%D0%BD%D1%86%D0%B5%D1%81%D1%81%D0%B0!"
Африканская сказка,сатира,Леонид Аристов; Игорь Николаев,СССР,1963,https://ru.wikipedia.org/wiki/%D0%90%D1%84%D1%80%D0%B8%D0%BA%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D1%81%D0%BA%D0%B0%D0%B7%D0%BA%D0%B0
Атака на титанов,боевик; драма; тёмное фэнтези; постапокалиптика,Тэцуро Араки,,2014,https://ru.wikipedia.org/wiki/%D0%90%D1%82%D0%B0%D0%BA%D0%B0_%D0%BD%D0%B0_%D1%82%D0%B8%D1%82%D0%B0%D0%BD%D0%BE%D0%B2
"Астробой (мультфильм, 2009)",супергеройский фильм,Дэвид Бауэрс,США; Япония; Гонконг,2009,"https://ru.wikipedia.org/wiki/%D0%90%D1%81%D1%82%D1%80%D0%BE%D0%B1%D0%BE%D0%B9_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2009)"
Астерикс против Цезаря,историческая; комедия,Гаэтан Брицци Пол Брицци,Франция; Бельгия,1985,https://ru.wikipedia.org/wiki/%D0%90%D1%81%D1%82%D0%B5%D1%80%D0%B8%D0%BA%D1%81_%D0%BF%D1%80%D0%BE%D1%82%D0%B8%D0%B2_%D0%A6%D0%B5%D0%B7%D0%B0%D1%80%D1%8F
Астерикс из Галлии,историческая; комедия,Рей Госсенс,Франция; Бельгия,1967,https://ru.wikipedia.org/wiki/%D0%90%D1%81%D1%82%D0%B5%D1%80%D0%B8%D0%BA%D1%81_%D0%B8%D0%B7_%D0%93%D0%B0%D0%BB%D0%BB%D0%B8%D0%B8
Астерикс и тайное зелье,историческая; комедия,Александр Астье Луи Клиши,Франция,2018,https://ru.wikipedia.org/wiki/%D0%90%D1%81%D1%82%D0%B5%D1%80%D0%B8%D0%BA%D1%81_%D0%B8_%D1%82%D0%B0%D0%B9%D0%BD%D0%BE%D0%B5_%D0%B7%D0%B5%D0%BB%D1%8C%D0%B5
Астерикс и Клеопатра,историческая; комедия,Рене Госинни; Альбер Удерзо,Франция; Бельгия,1968,https://ru.wikipedia.org/wiki/%D0%90%D1%81%D1%82%D0%B5%D1%80%D0%B8%D0%BA%D1%81_%D0%B8_%D0%9A%D0%BB%D0%B5%D0%BE%D0%BF%D0%B0%D1%82%D1%80%D0%B0
Астерикс и викинги,историческая; комедия,Стефан Фьельдмарк Еспер Мюллер,Франция; Дания,2006,https://ru.wikipedia.org/wiki/%D0%90%D1%81%D1%82%D0%B5%D1%80%D0%B8%D0%BA%D1%81_%D0%B8_%D0%B2%D0%B8%D0%BA%D0%B8%D0%BD%D0%B3%D0%B8
Астерикс завоёвывает Америку,историческая; комедия,Герхард Хан,Германия; Франция,1994,https://ru.wikipedia.org/wiki/%D0%90%D1%81%D1%82%D0%B5%D1%80%D0%B8%D0%BA%D1%81_%D0%B7%D0%B0%D0%B2%D0%BE%D1%91%D0%B2%D1%8B%D0%B2%D0%B0%D0%B5%D1%82_%D0%90%D0%BC%D0%B5%D1%80%D0%B8%D0%BA%D1%83
Астерикс в Британии,исторический; комедийный,Пино ван Ламсвеерде,Франция; Бельгия,1986,https://ru.wikipedia.org/wiki/%D0%90%D1%81%D1%82%D0%B5%D1%80%D0%B8%D0%BA%D1%81_%D0%B2_%D0%91%D1%80%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D0%B8
"Архипелаг (мультфильм, 2021)",документальный фильм; драма,Félix Dufour-Laperrière; [вд]; 1,Канада; 1,2021,"https://ru.wikipedia.org/wiki/%D0%90%D1%80%D1%85%D0%B8%D0%BF%D0%B5%D0%BB%D0%B0%D0%B3_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2021)"
Арнольд!,приключенческий фильм; комедия,Так Такер,США,2002,https://ru.wikipedia.org/wiki/%D0%90%D1%80%D0%BD%D0%BE%D0%BB%D1%8C%D0%B4!
"Арло, мальчик-аллигатор",комедия; 1; приключения; семейный фильм; музыкальный фильм,Ryan Crego; [вд]; 1,США,2021,"https://ru.wikipedia.org/wiki/%D0%90%D1%80%D0%BB%D0%BE,_%D0%BC%D0%B0%D0%BB%D1%8C%D1%87%D0%B8%D0%BA-%D0%B0%D0%BB%D0%BB%D0%B8%D0%B3%D0%B0%D1%82%D0%BE%D1%80"
Ариэтти из страны лилипутов,приключения; фэнтези; сказка,Хиромаса Ёнэбаяси,,2010,https://ru.wikipedia.org/wiki/%D0%90%D1%80%D0%B8%D1%8D%D1%82%D1%82%D0%B8_%D0%B8%D0%B7_%D1%81%D1%82%D1%80%D0%B0%D0%BD%D1%8B_%D0%BB%D0%B8%D0%BB%D0%B8%D0%BF%D1%83%D1%82%D0%BE%D0%B2
Аргонавты (мультфильм),древнегреческая мифология,Александра Снежко-Блоцкая,СССР,1971,https://ru.wikipedia.org/wiki/%D0%90%D1%80%D0%B3%D0%BE%D0%BD%D0%B0%D0%B2%D1%82%D1%8B_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Апостол (мультфильм),сатира,Квирино Кристиани,Аргентина,1917,https://ru.wikipedia.org/wiki/%D0%90%D0%BF%D0%BE%D1%81%D1%82%D0%BE%D0%BB_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Апельсин (мультфильм),Считалка,Галина Баринова,СССР,1976,https://ru.wikipedia.org/wiki/%D0%90%D0%BF%D0%B5%D0%BB%D1%8C%D1%81%D0%B8%D0%BD_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Антошка,детский фильм; музыкальный фильм,Леонид Носырев,СССР,1969,https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D1%82%D0%BE%D1%88%D0%BA%D0%B0
Аномализа,комедия; драма; комедийная драма; романтический фильм,Чарли Кауфман,США,2015,https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%BE%D0%BC%D0%B0%D0%BB%D0%B8%D0%B7%D0%B0
Анина (мультфильм),Семейный,"Альфредо Содергуит, Альфредо Содергит",Уругвай; Колумбия,,https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%B8%D0%BD%D0%B0_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Аннабелль,приключения; сказка,Рой Уилсон,США,1997,https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%BD%D0%B0%D0%B1%D0%B5%D0%BB%D0%BB%D1%8C
Аниматрица,киберпанк; постапокалиптика; боевик; драма; техно; биг-бит; хаус; драм-н-бейс,Кодзи Моримото; Синъитиро Ватанабэ; Махиро Маэда; Ёсиаки Кавадзири,США,,https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%B8%D0%BC%D0%B0%D1%82%D1%80%D0%B8%D1%86%D0%B0
Андрей Свислоцкий,Символизм,Игорь Ковалёв,СССР; Россия,1991,https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B9_%D0%A1%D0%B2%D0%B8%D1%81%D0%BB%D0%BE%D1%86%D0%BA%D0%B8%D0%B9
Ангелы смерти (аниме),фантастика; боевик; сёнэн; меха; этти,Коити Охата,,,https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%B3%D0%B5%D0%BB%D1%8B_%D1%81%D0%BC%D0%B5%D1%80%D1%82%D0%B8_(%D0%B0%D0%BD%D0%B8%D0%BC%D0%B5)
Анастасия (мультфильм),драма; комедия; мюзикл; фэнтези; приключения; семейный; мультфильм; мистика,Дон Блут; Гари Голдман,США,1997,https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%B0%D1%81%D1%82%D0%B0%D1%81%D0%B8%D1%8F_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Американский хвост,семейный,Дон Блут,США,1986,https://ru.wikipedia.org/wiki/%D0%90%D0%BC%D0%B5%D1%80%D0%B8%D0%BA%D0%B0%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D1%85%D0%B2%D0%BE%D1%81%D1%82
Анаит (мультфильм),семейный; приключения; мультфильм,Давид Саакянц,Армения,2014,https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%B0%D0%B8%D1%82_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
АМБА (мультфильм),научная фантастика,Геннадий Тищенко,Россия,1994,https://ru.wikipedia.org/wiki/%D0%90%D0%9C%D0%91%D0%90_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
"Алоха, Скуби-Ду!",комедия; детектив; приключения,Тим Малтбу,США,2005,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%BE%D1%85%D0%B0,_%D0%A1%D0%BA%D1%83%D0%B1%D0%B8-%D0%94%D1%83!"
