title,genre,director,country,year,wiki_url
"12 стульев (фильм, 1971)",комедия,Леонид Гайдай,СССР,1971,"https://ru.wikipedia.org/wiki/12_%D1%81%D1%82%D1%83%D0%BB%D1%8C%D0%B5%D0%B2_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1971)"
"12 разгневанных мужчин (фильм, 1957)",драма,Сидни Люмет,США,1957,"https://ru.wikipedia.org/wiki/12_%D1%80%D0%B0%D0%B7%D0%B3%D0%BD%D0%B5%D0%B2%D0%B0%D0%BD%D0%BD%D1%8B%D1%85_%D0%BC%D1%83%D0%B6%D1%87%D0%B8%D0%BD_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1957)"
12 могил Ходжи Насреддина,комедия; сказка,Климентий Минц,СССР,1966,https://ru.wikipedia.org/wiki/12_%D0%BC%D0%BE%D0%B3%D0%B8%D0%BB_%D0%A5%D0%BE%D0%B4%D0%B6%D0%B8_%D0%9D%D0%B0%D1%81%D1%80%D0%B5%D0%B4%D0%B4%D0%B8%D0%BD%D0%B0
12 месяцев. Новая сказка,фильм-сказка; комедия; мелодрама; семейный фильм,Денис Елеонский,Россия,2015,https://ru.wikipedia.org/wiki/12_%D0%BC%D0%B5%D1%81%D1%8F%D1%86%D0%B5%D0%B2._%D0%9D%D0%BE%D0%B2%D0%B0%D1%8F_%D1%81%D0%BA%D0%B0%D0%B7%D0%BA%D0%B0
12 обезьян (фильм),фантастика; триллер; драма; антиутопия,Терри Гиллиам,США,1995,https://ru.wikipedia.org/wiki/12_%D0%BE%D0%B1%D0%B5%D0%B7%D1%8C%D1%8F%D0%BD_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
12 стульев (телеспектакль),телеспектакль,Александр Белинский,СССР,1966,https://ru.wikipedia.org/wiki/12_%D1%81%D1%82%D1%83%D0%BB%D1%8C%D0%B5%D0%B2_(%D1%82%D0%B5%D0%BB%D0%B5%D1%81%D0%BF%D0%B5%D0%BA%D1%82%D0%B0%D0%BA%D0%BB%D1%8C)
12 раундов,боевик; триллер; криминал,Ренни Харлин,США,2009,https://ru.wikipedia.org/wiki/12_%D1%80%D0%B0%D1%83%D0%BD%D0%B4%D0%BE%D0%B2
"12 разгневанных мужчин (фильм, 1997)",процессуальная драма; [вд],Уильям Фридкин,США,,"https://ru.wikipedia.org/wiki/12_%D1%80%D0%B0%D0%B7%D0%B3%D0%BD%D0%B5%D0%B2%D0%B0%D0%BD%D0%BD%D1%8B%D1%85_%D0%BC%D1%83%D0%B6%D1%87%D0%B8%D0%BD_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1997)"
"12 месяцев (фильм, 2013)",романтическая; фэнтезийная комедия,Александр Баршак,Россия,2013,"https://ru.wikipedia.org/wiki/12_%D0%BC%D0%B5%D1%81%D1%8F%D1%86%D0%B5%D0%B2_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2013)"
12 лет рабства,историческая; драма,Стив Маккуин,Великобритания; США,2013,https://ru.wikipedia.org/wiki/12_%D0%BB%D0%B5%D1%82_%D1%80%D0%B0%D0%B1%D1%81%D1%82%D0%B2%D0%B0
10 миль в час,Документальное кино,Хантер Уикс; [англ.],США,2007,https://ru.wikipedia.org/wiki/10_%D0%BC%D0%B8%D0%BB%D1%8C_%D0%B2_%D1%87%D0%B0%D1%81
10 лет спустя,романтическая; комедийная драма,Джеми Линден,США,2011,https://ru.wikipedia.org/wiki/10_%D0%BB%D0%B5%D1%82_%D1%81%D0%BF%D1%83%D1%81%D1%82%D1%8F
10 на 10,психологический триллер,Сьюзи Юинг,Великобритания; США,2018,https://ru.wikipedia.org/wiki/10_%D0%BD%D0%B0_10
11 сентября (фильм),драма; исторический; киноальманах,Самира Махмальбаф; Клод Лелуш; Юсеф Шахин; Данис Танович; Идрисса Уэдраого; Кен Лоуч; Алехандро Гонсалес Инарриту; Амос Гитай; Мира Наир; Шон Пенн; Сёхэй Имамура,Иран; Франция; Египет; Босния и Герцеговина; Буркина-Фасо; Великобритания; Мексика; Израиль; Индия; США; Япония,2002,https://ru.wikipedia.org/wiki/11_%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8F_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
10 причин моей ненависти,подростковая; романтическая комедия,Джил Джангер,США,1999,https://ru.wikipedia.org/wiki/10_%D0%BF%D1%80%D0%B8%D1%87%D0%B8%D0%BD_%D0%BC%D0%BE%D0%B5%D0%B9_%D0%BD%D0%B5%D0%BD%D0%B0%D0%B2%D0%B8%D1%81%D1%82%D0%B8
10 шагов к успеху,комедийная драма,Брэд Силберлинг,США,2006,https://ru.wikipedia.org/wiki/10_%D1%88%D0%B0%D0%B3%D0%BE%D0%B2_%D0%BA_%D1%83%D1%81%D0%BF%D0%B5%D1%85%D1%83
11-11-11,фильм ужасов о сверхъестественном,Даррен Линн Боусман,США; Испания,2011,https://ru.wikipedia.org/wiki/11-11-11
12 (фильм),психологический; триллер; юридический; детектив; драма,Никита Михалков,Россия,2007,https://ru.wikipedia.org/wiki/12_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
11.6,драма; Саундтрек,Филипп Годо,Франция,2013,https://ru.wikipedia.org/wiki/11.6
12 дней страха,ужасы; триллер; драма,Джек Шолдер,ЮАР,2004,https://ru.wikipedia.org/wiki/12_%D0%B4%D0%BD%D0%B5%D0%B9_%D1%81%D1%82%D1%80%D0%B0%D1%85%D0%B0
9 смертей ниндзя,боевик,Эмметт Олстон,США,1985,https://ru.wikipedia.org/wiki/9_%D1%81%D0%BC%D0%B5%D1%80%D1%82%D0%B5%D0%B9_%D0%BD%D0%B8%D0%BD%D0%B4%D0%B7%D1%8F
"9/11 (фильм, 2017)",драма; фильм-катастрофа,Мартин Гиги,США,2017,"https://ru.wikipedia.org/wiki/9/11_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2017)"
10 000 лет до нашей эры,приключенческий боевик,Роланд Эммерих,ЮАР; США,2008,https://ru.wikipedia.org/wiki/10_000_%D0%BB%D0%B5%D1%82_%D0%B4%D0%BE_%D0%BD%D0%B0%D1%88%D0%B5%D0%B9_%D1%8D%D1%80%D1%8B
9 секунд,биография; драма,Олег Штром,Россия,2024,https://ru.wikipedia.org/wiki/9_%D1%81%D0%B5%D0%BA%D1%83%D0%BD%D0%B4
9 рота (фильм),военно; исторический; боевик; драма,Фёдор Бондарчук,Россия; Украина,2005,https://ru.wikipedia.org/wiki/9_%D1%80%D0%BE%D1%82%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
9 песен,драма; мелодрама; музыкальный фильм; эротика,Майкл Уинтерботтом,Великобритания,2004,https://ru.wikipedia.org/wiki/9_%D0%BF%D0%B5%D1%81%D0%B5%D0%BD
9 месяцев строгого режима,комедия,Альбер Дюпонтель,Франция,2013,https://ru.wikipedia.org/wiki/9_%D0%BC%D0%B5%D1%81%D1%8F%D1%86%D0%B5%D0%B2_%D1%81%D1%82%D1%80%D0%BE%D0%B3%D0%BE%D0%B3%D0%BE_%D1%80%D0%B5%D0%B6%D0%B8%D0%BC%D0%B0
8 лучших свиданий,комедия; мелодрама,Марюс Вайсберг,Россия; Украина,2016,https://ru.wikipedia.org/wiki/8_%D0%BB%D1%83%D1%87%D1%88%D0%B8%D1%85_%D1%81%D0%B2%D0%B8%D0%B4%D0%B0%D0%BD%D0%B8%D0%B9
8 ½ $,криминальная комедия,Григорий Константинопольский,Россия,1999,https://ru.wikipedia.org/wiki/8_%C2%BD_$
8 (фильм),драма,Хулио Медем,Испания,2025,https://ru.wikipedia.org/wiki/8_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
"3 идиота (фильм, 2017)",комедия; семейный фильм,Карлос Боладо; [вд],Мексика,2017,"https://ru.wikipedia.org/wiki/3_%D0%B8%D0%B4%D0%B8%D0%BE%D1%82%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2017)"
8 женщин (фильм),мюзикл; комедия; детектив,Франсуа Озон,Франция; Италия,2002,https://ru.wikipedia.org/wiki/8_%D0%B6%D0%B5%D0%BD%D1%89%D0%B8%D0%BD_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
8 свиданий,Романтическая кинокомедия,"Перис Романо, Родриго Сорогойен",Испания,2008,https://ru.wikipedia.org/wiki/8_%D1%81%D0%B2%D0%B8%D0%B4%D0%B0%D0%BD%D0%B8%D0%B9
8 первых свиданий,мелодрама; комедия,Дэвид Додсон Александр Маляревский,Россия; Украина,2012,https://ru.wikipedia.org/wiki/8_%D0%BF%D0%B5%D1%80%D0%B2%D1%8B%D1%85_%D1%81%D0%B2%D0%B8%D0%B4%D0%B0%D0%BD%D0%B8%D0%B9
8 миллиметров,триллер; криминал,Джоэл Шумахер,США; Германия,1999,https://ru.wikipedia.org/wiki/8_%D0%BC%D0%B8%D0%BB%D0%BB%D0%B8%D0%BC%D0%B5%D1%82%D1%80%D0%BE%D0%B2
8 подруг Оушена,кинокомедия; криминальный фильм,Гэри Росс,США,2018,https://ru.wikipedia.org/wiki/8_%D0%BF%D0%BE%D0%B4%D1%80%D1%83%D0%B3_%D0%9E%D1%83%D1%88%D0%B5%D0%BD%D0%B0
9 мая. Личное отношение,Телеальманах,Авдотья Смирнова; Александр Котт; Владимир Котт; Евгений Лаврентьев; Карен Оганесян; Максим Пежемский; Егор Кончаловский; Василий Чигинский,Россия,2008,https://ru.wikipedia.org/wiki/9_%D0%BC%D0%B0%D1%8F._%D0%9B%D0%B8%D1%87%D0%BD%D0%BE%D0%B5_%D0%BE%D1%82%D0%BD%D0%BE%D1%88%D0%B5%D0%BD%D0%B8%D0%B5
9 апреля (фильм),"Военный, драма",Рони Эзра,Дания,2015,https://ru.wikipedia.org/wiki/9_%D0%B0%D0%BF%D1%80%D0%B5%D0%BB%D1%8F_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
8-битное Рождество,комедия,Майкл Даус,США,2021,https://ru.wikipedia.org/wiki/8-%D0%B1%D0%B8%D1%82%D0%BD%D0%BE%D0%B5_%D0%A0%D0%BE%D0%B6%D0%B4%D0%B5%D1%81%D1%82%D0%B2%D0%BE
9 душ,фильм-драма,Тосиаки Тоёда,Япония,2003,https://ru.wikipedia.org/wiki/9_%D0%B4%D1%83%D1%88
9 мёртвых геев,драма; комедия,Лаб Ки Мо,Великобритания,2002,https://ru.wikipedia.org/wiki/9_%D0%BC%D1%91%D1%80%D1%82%D0%B2%D1%8B%D1%85_%D0%B3%D0%B5%D0%B5%D0%B2
07-й меняет курс,боевик; драма,Владимир Потапов,Россия,2007,https://ru.wikipedia.org/wiki/07-%D0%B9_%D0%BC%D0%B5%D0%BD%D1%8F%D0%B5%D1%82_%D0%BA%D1%83%D1%80%D1%81
7 секунд (фильм),боевик,Саймон Феллоуз,США; Румыния; Швейцария; Великобритания,2005,https://ru.wikipedia.org/wiki/7_%D1%81%D0%B5%D0%BA%D1%83%D0%BD%D0%B4_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
7 ящиков,триллер; криминал,Хуан Карлос Манелья; Тана Шембори,Парагвай,2012,https://ru.wikipedia.org/wiki/7_%D1%8F%D1%89%D0%B8%D0%BA%D0%BE%D0%B2
3 гигантских человека,супергеройский фильм,Tevfik Fikret Uçak; [вд],,1973,https://ru.wikipedia.org/wiki/3_%D0%B3%D0%B8%D0%B3%D0%B0%D0%BD%D1%82%D1%81%D0%BA%D0%B8%D1%85_%D1%87%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D0%BA%D0%B0
3 идиота,комедия; драма,Раджкумар Хирани,Индия,2009,https://ru.wikipedia.org/wiki/3_%D0%B8%D0%B4%D0%B8%D0%BE%D1%82%D0%B0
2+1,драма; семейный; Музыка к фильму,Юго Желен,Франция; Великобритания,2016,https://ru.wikipedia.org/wiki/2%2B1
2-Асса-2,драма,Сергей Соловьёв,Россия,2008,https://ru.wikipedia.org/wiki/2-%D0%90%D1%81%D1%81%D0%B0-2
2 Girls 1 Cup,порнофильм; ЛГБТ-фильм; [вд],Марко Фиорито; [вд],Бразилия,2007,https://ru.wikipedia.org/wiki/2_Girls_1_Cup
2 секунды,комедия,Манон Брайан,Канада,1998,https://ru.wikipedia.org/wiki/2_%D1%81%D0%B5%D0%BA%D1%83%D0%BD%D0%B4%D1%8B
2 дурня в снегу,комедия,Жан-Луи Гийерму,Франция,1977,https://ru.wikipedia.org/wiki/2_%D0%B4%D1%83%D1%80%D0%BD%D1%8F_%D0%B2_%D1%81%D0%BD%D0%B5%D0%B3%D1%83
2 дня в Париже,комедия; драма; мелодрама,Жюли Дельпи,Франция; Германия,2007,https://ru.wikipedia.org/wiki/2_%D0%B4%D0%BD%D1%8F_%D0%B2_%D0%9F%D0%B0%D1%80%D0%B8%D0%B6%D0%B5
"Аватар, или Замена душ",фантастика; драма,Януш Маевский,Польша,1964,"https://ru.wikipedia.org/wiki/%D0%90%D0%B2%D0%B0%D1%82%D0%B0%D1%80,_%D0%B8%D0%BB%D0%B8_%D0%97%D0%B0%D0%BC%D0%B5%D0%BD%D0%B0_%D0%B4%D1%83%D1%88"
А чой-то ты во фраке? (фильм),комедия; мюзикл,Иосиф Райхельгауз,Россия,1993,https://ru.wikipedia.org/wiki/%D0%90_%D1%87%D0%BE%D0%B9-%D1%82%D0%BE_%D1%82%D1%8B_%D0%B2%D0%BE_%D1%84%D1%80%D0%B0%D0%BA%D0%B5%3F_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
1812 (документальный цикл),документальный; драма,Павел Тупик,Россия,2012,https://ru.wikipedia.org/wiki/1812_(%D0%B4%D0%BE%D0%BA%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9_%D1%86%D0%B8%D0%BA%D0%BB)
"451 градус по Фаренгейту (фильм, 2018)",драма; антиутопическое произведение; [вд]; научно-фантастический фильм; экранизация романа,Рамин Бахрани,США,2018,"https://ru.wikipedia.org/wiki/451_%D0%B3%D1%80%D0%B0%D0%B4%D1%83%D1%81_%D0%BF%D0%BE_%D0%A4%D0%B0%D1%80%D0%B5%D0%BD%D0%B3%D0%B5%D0%B9%D1%82%D1%83_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2018)"
51 (фильм),фантастика; фильм ужасов,Джейсон Коннери,США,2011,https://ru.wikipedia.org/wiki/51_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
.hack//GIFT,комедия; киберпанк; виртуальная реальность,Койти Масимо,,,https://ru.wikipedia.org/wiki/.hack//GIFT
